6.223463e-01	4.078861e-01	9.967682e-01
6.223463e-01	1.225832e+00	9.885260e-01
6.223463e-01	3.684031e+00	9.710942e-01
6.223463e-01	1.107173e+01	9.080441e-01
6.223463e-01	3.327421e+01	7.870627e-01
6.223463e-01	1.000000e+02	6.186805e-01
6.454696e-01	5.000000e-03	9.998486e-01
6.454696e-01	1.502665e-02	9.998999e-01
6.454696e-01	4.516005e-02	9.998522e-01
6.454696e-01	1.357209e-01	9.994539e-01
6.454696e-01	4.078861e-01	9.966342e-01
6.454696e-01	1.225832e+00	9.884674e-01
6.454696e-01	3.684031e+00	9.708123e-01
6.454696e-01	1.107173e+01	9.067024e-01
6.454696e-01	3.327421e+01	7.833905e-01
6.454696e-01	1.000000e+02	6.117178e-01
6.694521e-01	5.000000e-03	9.998398e-01
6.694521e-01	1.502665e-02	9.998940e-01
6.694521e-01	4.516005e-02	9.998436e-01
6.694521e-01	1.357209e-01	9.994234e-01
6.694521e-01	4.078861e-01	9.965040e-01
6.694521e-01	1.225832e+00	9.884212e-01
6.694521e-01	3.684031e+00	9.705694e-01
6.694521e-01	1.107173e+01	9.055094e-01
6.694521e-01	3.327421e+01	7.800016e-01
6.694521e-01	1.000000e+02	6.051820e-01
6.943256e-01	5.000000e-03	9.998308e-01
6.943256e-01	1.502665e-02	9.998881e-01
6.943256e-01	4.516005e-02	9.998349e-01
6.943256e-01	1.357209e-01	9.993926e-01
6.943256e-01	4.078861e-01	9.963779e-01
6.943256e-01	1.225832e+00	9.883865e-01
6.943256e-01	3.684031e+00	9.703698e-01
6.943256e-01	1.107173e+01	9.044747e-01
6.943256e-01	3.327421e+01	7.769177e-01
6.943256e-01	1.000000e+02	5.991004e-01
7.201233e-01	5.000000e-03	9.998218e-01
7.201233e-01	1.502665e-02	9.998821e-01
7.201233e-01	4.516005e-02	9.998261e-01
7.201233e-01	1.357209e-01	9.993618e-01
7.201233e-01	4.078861e-01	9.962562e-01
7.201233e-01	1.225832e+00	9.883625e-01
7.201233e-01	3.684031e+00	9.702169e-01
7.201233e-01	1.107173e+01	9.036069e-01
7.201233e-01	3.327421e+01	7.741585e-01
7.201233e-01	1.000000e+02	5.934974e-01
7.468795e-01	5.000000e-03	9.998018e-01
7.468795e-01	1.502665e-02	9.998760e-01
7.468795e-01	4.516005e-02	9.998065e-01
7.468795e-01	1.357209e-01	9.992915e-01
7.468795e-01	4.078861e-01	9.961391e-01
7.468795e-01	1.225832e+00	9.883484e-01
7.468795e-01	3.684031e+00	9.701136e-01
7.468795e-01	1.107173e+01	9.029132e-01
7.468795e-01	3.327421e+01	7.717412e-01
7.468795e-01	1.000000e+02	5.883936e-01
7.746298e-01	5.000000e-03	9.998036e-01
7.746298e-01	1.502665e-02	9.998699e-01
7.746298e-01	4.516005e-02	9.998083e-01
7.746298e-01	1.357209e-01	9.993001e-01
7.746298e-01	4.078861e-01	9.960267e-01
7.746298e-01	1.225832e+00	9.883433e-01
7.746298e-01	3.684031e+00	9.700620e-01
7.746298e-01	1.107173e+01	9.023991e-01
7.746298e-01	3.327421e+01	7.696803e-01
7.746298e-01	1.000000e+02	5.838059e-01
8.034112e-01	5.000000e-03	9.997945e-01
8.034112e-01	1.502665e-02	9.998639e-01
8.034112e-01	4.516005e-02	9.997994e-01
8.034112e-01	1.357209e-01	9.992694e-01
8.034112e-01	4.078861e-01	9.959190e-01
8.034112e-01	1.225832e+00	9.883466e-01
8.034112e-01	3.684031e+00	9.700636e-01
8.034112e-01	1.107173e+01	9.020681e-01
8.034112e-01	3.327421e+01	7.679870e-01
8.034112e-01	1.000000e+02	5.797472e-01
8.332620e-01	5.000000e-03	9.997855e-01
8.332620e-01	1.502665e-02	9.998578e-01
8.332620e-01	4.516005e-02	9.997905e-01
8.332620e-01	1.357209e-01	9.992390e-01
8.332620e-01	4.078861e-01	9.958161e-01
8.332620e-01	1.225832e+00	9.883574e-01
8.332620e-01	3.684031e+00	9.701190e-01
8.332620e-01	1.107173e+01	9.019223e-01
8.332620e-01	3.327421e+01	7.666694e-01
8.332620e-01	1.000000e+02	5.762266e-01
8.642219e-01	5.000000e-03	9.997764e-01
8.642219e-01	1.502665e-02	9.998518e-01
8.642219e-01	4.516005e-02	9.997817e-01
8.642219e-01	1.357209e-01	9.992089e-01
8.642219e-01	4.078861e-01	9.957177e-01
8.642219e-01	1.225832e+00	9.883751e-01
8.642219e-01	3.684031e+00	9.702279e-01
8.642219e-01	1.107173e+01	9.019615e-01
8.642219e-01	3.327421e+01	7.657322e-01
8.642219e-01	1.000000e+02	5.732492e-01
8.963321e-01	5.000000e-03	9.997675e-01
8.963321e-01	1.502665e-02	9.998458e-01
8.963321e-01	4.516005e-02	9.997730e-01
8.963321e-01	1.357209e-01	9.991792e-01
8.963321e-01	4.078861e-01	9.956238e-01
8.963321e-01	1.225832e+00	9.883985e-01
8.963321e-01	3.684031e+00	9.703893e-01
8.963321e-01	1.107173e+01	9.021836e-01
8.963321e-01	3.327421e+01	7.651768e-01
8.963321e-01	1.000000e+02	5.708164e-01
9.296354e-01	5.000000e-03	9.997586e-01
9.296354e-01	1.502665e-02	9.998398e-01
9.296354e-01	4.516005e-02	9.997643e-01
9.296354e-01	1.357209e-01	9.991498e-01
9.296354e-01	4.078861e-01	9.955340e-01
9.296354e-01	1.225832e+00	9.884270e-01
9.296354e-01	3.684031e+00	9.706013e-01
9.296354e-01	1.107173e+01	9.025849e-01
9.296354e-01	3.327421e+01	7.650009e-01
9.296354e-01	1.000000e+02	5.689260e-01
9.641760e-01	5.000000e-03	9.997498e-01
9.641760e-01	1.502665e-02	9.998339e-01
9.641760e-01	4.516005e-02	9.997557e-01
9.641760e-01	1.357209e-01	9.991210e-01
9.641760e-01	4.078861e-01	9.954482e-01
9.641760e-01	1.225832e+00	9.884595e-01
9.641760e-01	3.684031e+00	9.708614e-01
9.641760e-01	1.107173e+01	9.031595e-01
9.641760e-01	3.327421e+01	7.651993e-01
9.641760e-01	1.000000e+02	5.675722e-01
1.000000e+00	5.000000e-03	9.997412e-01
1.000000e+00	1.502665e-02	9.998282e-01
1.000000e+00	4.516005e-02	9.997472e-01
1.000000e+00	1.357209e-01	9.990926e-01
1.000000e+00	4.078861e-01	9.953660e-01
1.000000e+00	1.225832e+00	9.884950e-01
1.000000e+00	3.684031e+00	9.711665e-01
1.000000e+00	1.107173e+01	9.039004e-01
1.000000e+00	3.327421e+01	7.657635e-01
1.000000e+00	1.000000e+02	5.667464e-01
