5.000000e-01	5.000000e-03	9.999053e-01
5.000000e-01	1.502665e-02	9.999375e-01
5.000000e-01	4.516005e-02	9.999076e-01
5.000000e-01	1.357209e-01	9.996534e-01
5.000000e-01	4.078861e-01	9.976230e-01
5.000000e-01	1.225832e+00	9.892026e-01
5.000000e-01	3.684031e+00	9.733437e-01
5.000000e-01	1.107173e+01	9.185596e-01
5.000000e-01	3.327421e+01	8.136585e-01
5.000000e-01	1.000000e+02	6.675621e-01
5.185775e-01	5.000000e-03	9.998979e-01
5.185775e-01	1.502665e-02	9.999326e-01
5.185775e-01	4.516005e-02	9.999003e-01
5.185775e-01	1.357209e-01	9.996270e-01
5.185775e-01	4.078861e-01	9.974777e-01
5.185775e-01	1.225832e+00	9.890444e-01
5.185775e-01	3.684031e+00	9.729264e-01
5.185775e-01	1.107173e+01	9.165757e-01
5.185775e-01	3.327421e+01	8.088119e-01
5.185775e-01	1.000000e+02	6.586663e-01
5.378453e-01	5.000000e-03	9.998903e-01
5.378453e-01	1.502665e-02	9.999275e-01
5.378453e-01	4.516005e-02	9.998929e-01
5.378453e-01	1.357209e-01	9.995998e-01
5.378453e-01	4.078861e-01	9.973325e-01
5.378453e-01	1.225832e+00	9.889064e-01
5.378453e-01	3.684031e+00	9.725197e-01
5.378453e-01	1.107173e+01	9.146674e-01
5.378453e-01	3.327421e+01	8.040961e-01
5.378453e-01	1.000000e+02	6.501547e-01
5.578290e-01	5.000000e-03	9.998823e-01
5.578290e-01	1.502665e-02	9.999223e-01
5.578290e-01	4.516005e-02	9.998852e-01
5.578290e-01	1.357209e-01	9.995719e-01
5.578290e-01	4.078861e-01	9.971884e-01
5.578290e-01	1.225832e+00	9.887869e-01
5.578290e-01	3.684031e+00	9.721284e-01
5.578290e-01	1.107173e+01	9.128474e-01
5.578290e-01	3.327421e+01	7.995372e-01
5.578290e-01	1.000000e+02	6.418125e-01
5.785551e-01	5.000000e-03	9.998742e-01
5.785551e-01	1.502665e-02	9.999169e-01
5.785551e-01	4.516005e-02	9.998772e-01
5.785551e-01	1.357209e-01	9.995432e-01
5.785551e-01	4.078861e-01	9.970459e-01
5.785551e-01	1.225832e+00	9.886846e-01
5.785551e-01	3.684031e+00	9.717571e-01
5.785551e-01	1.107173e+01	9.111285e-01
5.785551e-01	3.327421e+01	7.951613e-01
5.785551e-01	1.000000e+02	6.337619e-01
6.000514e-01	5.000000e-03	9.998659e-01
6.000514e-01	1.502665e-02	9.999113e-01
6.000514e-01	4.516005e-02	9.998691e-01
6.000514e-01	1.357209e-01	9.995139e-01
6.000514e-01	4.078861e-01	9.969056e-01
6.000514e-01	1.225832e+00	9.885980e-01
6.000514e-01	3.684031e+00	9.714107e-01
6.000514e-01	1.107173e+01	9.095233e-01
6.000514e-01	3.327421e+01	7.909946e-01
6.000514e-01	1.000000e+02	6.260395e-01
6.223463e-01	5.000000e-03	9.998573e-01
6.223463e-01	1.502665e-02	9.999057e-01
6.223463e-01	4.516005e-02	9.998607e-01
6.223463e-01	1.357209e-01	9.994841e-01
